,Game_ID,Rated_(T/F),Number_of_Turns,Game_Status,Winner,Time_Increment,Moves,Opening_Eco,Opening_Ply,Game_Duration,Elo_Difference,Duration_Category,Opening,Time_Per_Move,White_Rating_Tier,Black_Rating_Tier,Average Time
12161,0FFD0bi0,True,113,outoftime,white,10+0,e4 e5 Nc3 Nf6 d3 Be7 g3 c5 h3 h6 Bg2 Nc6 Nge2 a6 f4 b5 Nd5 Rb8 O-O d6 f5 O-O c3 Nxd5 exd5 Na7 Be4 Bf6 Kh2 Bb7 Rg1 Bg5 h4 Bxc1 Qxc1 Nc8 Kh3 Nb6 g4 Bxd5 g5 Bxe4 dxe4 h5 g6 d5 Ng3 dxe4 Nxh5 f6 Rd1 Qc8 Ng3 Rb7 Qe3 Rd8 Qe2 Rd3 Qh5 Qa8 Qh7+ Kf8 Qh8+ Ke7 Qxg7+ Ke8 Qg8+ Ke7 Qe6+ Kd8 Qxf6+ Re7 Qxb6+ Ke8 f6 Qc8+ Kg2 Re6 f7+ Kf8 g7+ Kxg7 f8=Q+ Qxf8 Rf1 Rxg3+ Kh2 Rxb6 Rxf8 Rg2+ Kxg2 Rg6+ Kf2 Kxf8 Rh1 Rh6 h5 Kf7 Ke3 Kf6 Kxe4 Kg5 Kxe5 Rxh5 Rxh5+ Kxh5 Kd5 Kg6 Kxc5 Kf7 Kb6 Ke6 Kc6,C26,4,14.5,108,Short,Vienna Game: Falkbeer Variation,0.13,Advanced,Advanced,0.01
12162,E5v7brrU,True,46,resign,black,10+0,e4 e5 c3 Nf6 d3 Be7 Nf3 Nc6 b4 a6 Bb2 d5 exd5 Nxd5 Nfd2 O-O Be2 Nf4 Ne4 Nxg2+ Kd2 Bf5 Kc2 Nf4 Bf3 Bg6 Bc1 f5 Bxf4 fxe4 Bg4 exd3+ Kb2 exf4 Be6+ Kh8 Nd2 Bf6 a3 Qd6 Bb3 Rfe8 Qf3 Re2 Rad1 Qe5,C20,3,9.65,-76,Short,King's Pawn Game: Macleod Attack,0.21,Advanced,Advanced,0.02
12163,3CVtIai5,True,52,mate,black,10+0,d4 d6 e3 e6 f4 Nd7 Bb5 a6 Bxd7+ Bxd7 a3 Bc6 Nf3 Nf6 Nc3 Qe7 b4 e5 d5 e4 Ng5 Bd7 O-O h6 Nh3 Bxh3 gxh3 g6 f5 gxf5 Rxf5 Bg7 Ne2 Rg8 Ng3 h5 h4 Ng4 Ra2 Qxh4 Qe2 Be5 c4 Nxh2 Qxh2 Rxg3+ Rg2 Rh3 Rxe5+ Kd7 Qf4 Rh1#,A41,2,6.02,-389,Short,Queen's Pawn,0.12,Intermediate,Advanced,0.02
12164,XuE3LprK,False,146,resign,black,25+10,c4 c5 g3 d6 Bg2 g6 Nc3 Nf6 d3 Bg7 e4 O-O Nge2 Nc6 O-O Bd7 f4 a6 h3 Rc8 g4 h6 Be3 e6 Qd2 b6 f5 g5 Ng3 e5 Bf3 Qc7 Nge2 Rb8 a4 Nd4 Ra3 Nxf3+ Rxf3 b5 axb5 axb5 cxb5 Bxb5 Rb3 Bc6 Ra3 Ra8 Qc2 Rxa3 bxa3 Ra8 a4 Qa5 Bd2 Bxa4 Qa2 Bc6 Qxa5 Rxa5 Rf2 Ra8 Kh2 Bf8 Kg3 Be7 Rh2 Nd7 Kf3 Ra1 h4 Kg7 Ng3 gxh4 Nh5+ Kh7 Ke2 Bg5 Be1 Rc1 Bd2 Rc2 Nb1 Nb6 Kd1 Ba4 Ke1 Rb2 Nc3 Bc2 Rh3 c4 Bxg5 hxg5 dxc4 Nxc4 Nf6+ Kh6 Ng8+ Kg7 Ne7 Rb3 Ned5 Bxe4 f6+ Kf8 Rh2 Bxd5 Nxd5 Rb1+ Kf2 Rb2+ Kg1 Rxh2 Kxh2 Ke8 Kg2 Kd7 Nc3 Ke6 Ne4 d5 Nxg5+ Kxf6 Nf3 Ne3+ Kg1 Nxg4 Nxh4 Kg5 Ng2 e4 Kf1 f5 Ke1 f4 Kf1 f3 Ne1 Kf4 Nc2 Kg3 Nd4 Nh2+ Ke1 f2+,A30,2,64.79,161,Short,English Opening: Symmetrical Variation,0.44,Advanced,Advanced,0.01
12165,K1FdPQq3,True,104,mate,black,10+0,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 Be3 Bg7 Nc3 Nf6 f3 d6 Be2 Qb6 Qc1 Qc7 Nxc6 bxc6 Bh6 O-O Bxg7 Kxg7 Qe3 Rb8 O-O-O Qb6 Qxb6 Rxb6 g4 Be6 h4 h5 gxh5 Nxh5 Rhg1 Rfb8 b3 Kh7 Rdf1 Bh3 Rf2 Nf4 a4 d5 exd5 cxd5 Rd1 e6 a5 Rc6 Nb5 a6 Nd4 Rd6 c3 e5 Rh2 exd4 Rxd4 Nxe2+ Rxe2 Rxb3 Re7 Kg7 Re3 Bf5 Kd2 Rb2+ Kc1 Rc2+ Kd1 Rc6 Rxd5 R2xc3 Rxc3 Rxc3 Rd6 Rxf3 Rxa6 Ra3 Ra8 Ra2 a6 Be4 Ra7 Bf3+ Ke1 Kf6 Kf1 Bd5 Kg1 Be6 Kf1 g5 Kg1 gxh4 Kh1 h3 Kg1 h2+ Kh1 Bd5#,B76,14,7.76,-256,Short,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Belezky Line,0.07,Advanced,Advanced,0.01
12166,KnIWlMmp,True,97,resign,white,10+0,c4 c6 g3 d5 cxd5 cxd5 Bg2 Nf6 d4 e6 Nc3 Bb4 Nf3 Nc6 O-O b6 a3 Bxc3 bxc3 Ba6 Re1 Bc4 Qa4 b5 Qc2 a5 Nd2 O-O e4 Re8 e5 Nd7 f4 Ne7 g4 f6 Nf3 fxe5 Nxe5 Nxe5 Rxe5 Ng6 Rh5 Rf8 f5 exf5 gxf5 Nh8 Bg5 Qe8 Rh3 Nf7 Bf4 Qe2 Qxe2 Bxe2 Bxd5 Bc4 Bxa8 Rxa8 Re3 Rc8 Rae1 h6 Re8+ Rxe8 Rxe8+ Kh7 Ra8 a4 Be5 h5 Ra7 Kh6 h4 g6 Ra6 Nxe5 dxe5 Bd3 Rxg6+ Kh7 Rf6 Kg7 Kf2 Bc4 Ke3 Bb3 Kf4 Bc2 Kg5 Bd1 Rb6 Be2 f6+ Kf7 e6+,A11,2,6.59,106,Short,English Opening: Caro-Kann Defensive System,0.07,Advanced,Advanced,0.01
12167,y12i0QRj,True,55,resign,white,10+0,c4 d5 cxd5 Qxd5 Nc3 Qd8 g3 e5 Bg2 Nf6 e3 Bf5 Nge2 e4 O-O Nc6 a3 Qd7 Nf4 g5 Nfe2 O-O-O Qc2 Re8 b4 h5 h3 Bxh3 Bb2 h4 Nxe4 hxg3 N2xg3 Bxg2 Nxf6 Qh3 Qf5+ Qxf5 Nxf5 Bxf1 Nxe8 Rh3 Kxf1 Kd8 Nf6 Bg7 Kg2 g4 Nxg7 Ke7 Nxg4 Rh7 Nf5+ Kd7 Nf6+,A10,2,7.77,59,Short,English Opening: Anglo-Scandinavian Defense,0.14,Advanced,Advanced,0.02
12168,WrZLLrdO,True,84,mate,black,10+0,e4 c5 Nf3 g6 c3 Bg7 d4 cxd4 Nxd4 Nc6 Be2 Qb6 Nxc6 bxc6 O-O e6 a4 Ne7 a5 Qd8 Be3 a6 Qd2 Qc7 Bh6 O-O Bxg7 Kxg7 Na3 d5 exd5 cxd5 b4 Bd7 Rac1 Rfc8 c4 Qb7 Bf3 Rab8 cxd5 Nxd5 Rxc8 Bxc8 Rb1 Bd7 h3 Bc6 Nc4 Nf6 Bxc6 Qxc6 Nb6 Ne4 Qd4+ Nf6 Nd7 Rb5 Qxf6+ Kg8 Ne5 Qc7 Nf3 Rxb4 Rd1 Rb8 Ne5 Rf8 Nd7 Rd8 Qe7 Rc8 Nf6+ Kg7 Rd7 Qc1+ Kh2 Qf4+ g3 Qxf2+ Kh1 Rc1+ Rd1 Rxd1#,B27,4,8.58,-194,Short,Sicilian Defense: Hyperaccelerated Dragon,0.1,Advanced,Advanced,0.01
12169,Z3riOutq,True,60,outoftime,black,10+0,b4 c5 b5 d5 Bb2 Nf6 e3 Bf5 Be2 h6 d3 e6 Nd2 Be7 a4 O-O g4 Bh7 h4 Nfd7 Ngf3 g6 g5 h5 Ne5 Nxe5 Bxe5 Nd7 d4 Nxe5 dxe5 Qc7 f4 c4 Bxh5 gxh5 Qxh5 Bg6 Qg4 Qc5 Nf1 Qb4+ Kf2 Qb2 Rd1 Qxc2+ Rd2 Qe4 Rh2 Qf5 Qg3 c3 h5 cxd2 hxg6 d1=Q gxf7+ Rxf7 g6 Rg7,A00,2,3.15,-24,Short,Polish Opening: Birmingham Gambit,0.05,Advanced,Advanced,0.02
12170,Wa5CFBch,True,57,mate,white,10+0,c4 Nf6 g3 e6 Bg2 c6 Nc3 d5 cxd5 cxd5 d4 Be7 Nf3 Nc6 O-O O-O e3 a6 a3 b5 b4 Bb7 Bb2 Bd6 Rc1 Rc8 Qd3 Ne7 Ne2 Ng6 h4 Bb8 Rc3 Rxc3 Qxc3 Ne4 Qd3 f6 Rc1 Qd7 Nc3 Rc8 Nd2 Nxc3 Rxc3 e5 Rxc8+ Qxc8 dxe5 Nxe5 Bxe5 fxe5 Bxd5+ Kh8 Bxb7 Qxb7 Qd8#,A15,2,3.02,45,Short,English Opening: Anglo-Indian Defense,0.05,Advanced,Advanced,0.02
12171,J1bHYMO0,True,72,resign,black,10+0,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 Nb3 Bg7 Nc3 d6 Be2 Nf6 Bg5 O-O Qd2 a6 Bh6 b5 Bxg7 Kxg7 f3 Ne5 Nd5 Nxd5 Qxd5 Be6 Qd2 Qc7 O-O Nc4 Bxc4 Bxc4 Rf2 a5 Nd4 e5 Ne2 b4 Rd1 Ra6 b3 Be6 Kh1 Rc6 Rc1 Rc8 f4 Rxc2 Rxc2 Qxc2 Qxc2 Rxc2 fxe5 dxe5 h3 Rxa2 Kg1 Bxb3 Ng3 Rxf2 Kxf2 a4 Ne2 a3 Nc1 Bc2 Ke2 b3 Kd2 a2,B36,8,8.26,-292,Short,Sicilian Defense: Accelerated Dragon,0.11,Advanced,Advanced,0.01
12172,I4ySUx2a,True,69,resign,white,10+0,c4 e5 g3 Nf6 Bg2 Bc5 Nc3 c6 d3 O-O h3 d5 cxd5 cxd5 e3 d4 Na4 Bb4+ Bd2 Bxd2+ Qxd2 dxe3 fxe3 Nc6 a3 Bf5 e4 Be6 Nf3 Nd4 Nc5 Rc8 Nxe6 fxe6 Rc1 Nb3 Rxc8 Qxc8 Qc3 Nd4 Nxe5 Qxc3+ bxc3 Nc2+ Kd2 Nxa3 Ra1 Nb5 c4 Nd4 Rxa7 b6 g4 h5 g5 Ne8 Kc3 Ne2+ Kb2 Nd4 Ra8 Rf2+ Ka3 Rxg2 Rxe8+ Kh7 h4 Rh2 g6+,A20,2,8.94,296,Short,English Opening: King's English Variation,0.13,Advanced,Advanced,0.01
12173,78OMR0z0,True,147,mate,white,10+0,c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 e6 e4 Nge7 Nge2 O-O O-O f5 f4 fxe4 Nxe4 b6 N2c3 Bb7 Nd6 Qc7 Nce4 Nf5 Nxb7 Qxb7 a3 Qc7 Rb1 a5 Bd2 Ncd4 Bc3 Rab8 Re1 h6 b4 axb4 axb4 cxb4 Bxb4 Rfe8 g4 Nh4 Bd6 Qb7 Nf6+ Bxf6 Bxb7 Rxb7 Rf1 g5 Be5 Bxe5 fxe5 Rf8 Rxf8+ Kxf8 Qf1+ Ndf3+ Kh1 Kg7 Qe2 Rb8 c5 b5 Rf1 Nd4 Qf2 Ndf3 d4 b4 Qe3 b3 Rb1 b2 Qc3 Rb7 Rxb2 Ra7 Rb1 Ra2 Qb2 Rxb2 Rxb2 Nxd4 Rb7 Nhf3 Rxd7+ Kf8 Kg2 Ke8 Rh7 Nxe5 Rxh6 Nxg4 Rh7 Ne3+ Kg3 Nef5+ Kg4 Nc6 Kxg5 Ne5 Kf6 Nd7+ Kxe6 Nd4+ Kd6 Nf5+ Kc7 Nxc5 h4 Ne6+ Kb7 Nc5+ Kc6 Ne6 Kd5 Nf4+ Ke4 Nxh4 Kxf4 Ng6+ Kg5 Ne7 Kf6 Nd5+ Ke6 Nc7+ Kd6 Nb5+ Ke5 Nc3 Rc7 Ne2 Ke6 Nf4+ Kf5 Nd5 Rc5 Ne3+ Ke6 Ng4 Rc8#,A36,8,9.48,2,Short,English Opening: Symmetrical Variation |  Symmetrical Variation,0.06,Advanced,Advanced,0.01
12174,yLIhtabo,True,86,resign,black,10+0,c4 c5 Nc3 g6 e3 Bg7 Nf3 Nc6 h3 d6 a3 e5 Be2 Nge7 O-O O-O Ng5 h6 Nf3 f5 Nh4 g5 Nf3 a6 d4 cxd4 exd4 Nxd4 c5 dxc5 Nxd4 cxd4 Bc4+ Kh8 Na4 b5 Bxb5 axb5 Nc5 Qd6 Nd3 e4 Nb4 Nc6 Qh5 Nxb4 axb4 f4 Rb1 Qxb4 Rd1 Be6 Bd2 Qe7 b4 Bf7 Qg4 e3 fxe3 dxe3 Bc1 Be6 Qf3 Bc4 Bb2 e2 Rd2 e1=Q+ Rxe1 Qxe1+ Kh2 Qxd2 Bxg7+ Kxg7 Qb7+ Bf7 Qxb5 f3 Qe5+ Kg8 Qg3 Qxg2+ Qxg2 fxg2 Kxg2 Rfb8,A34,3,5.29,-328,Short,English Opening: Symmetrical Variation |  Normal Variation,0.06,Intermediate,Advanced,0.01
12175,Ah7Y48F0,True,149,mate,white,10+0,e4 c5 Nc3 d6 g3 e5 Bg2 Be6 d3 Nc6 Nge2 a6 O-O Be7 f4 exf4 Nxf4 Nd4 Nxe6 Nxe6 Nd5 Nd4 c3 Nc6 Qf3 Nf6 Nxe7 Qxe7 Bg5 h6 Bxf6 gxf6 Qxf6 Qxf6 Rxf6 Ke7 Raf1 Raf8 R6f2 Ne5 d4 cxd4 cxd4 Nc4 b3 Ne3 Re1 Nxg2 Kxg2 Rc8 e5 d5 Rd2 Ke6 Rf1 Ke7 Rf6 Rc6 Rxc6 bxc6 Rc2 Kd7 Kf3 h5 h3 Rf8 g4 hxg4+ hxg4 f6 exf6 Rxf6+ Kg3 Rd6 g5 Ke7 Kf4 Kf7 Kf5 Kg7 Re2 Rd7 Re6 Rc7 b4 Kf7 Rf6+ Kg7 Rg6+ Kh7 Kf6 Rd7 Rh6+ Kg8 Ke6 Rg7 g6 Rb7 a3 Rb6 Kd6 Kg7 Kc5 Rxb4 axb4 Kxh6 Kxc6 Kxg6 Kxd5 Kf7 Kc6 Ke7 Kc7 Ke6 Kc6 Ke7 d5 Kd8 Kd6 Kc8 Ke7 Kc7 d6+ Kc6 d7 Kb5 d8=Q Kxb4 Qb6+ Ka4 Qxa6+ Kb3 Qa5 Kc4 Kd6 Kd4 Qb4+ Kd3 Ke5 Ke3 Qc3+ Ke2 Kf4 Kf2 Qd2+ Kg1 Kg3 Kf1 Qf2#,B23,3,7.18,177,Short,Sicilian Defense: Closed Variation,0.05,Advanced,Advanced,0.01
12176,sahV45XD,True,37,draw,draw,10+0,f4 c5 e3 g6 Nf3 Bg7 d4 cxd4 Nxd4 Nc6 c3 d5 Bd3 e5 fxe5 Nxe5 O-O Nxd3 Qxd3 Nf6 b3 O-O Ba3 Re8 Nd2 Qb6 N2f3 Ne4 c4 Nc5 Qd2 Ne4 Qd3 Nc5 Qd2 Ne4 Qd3,A02,1,2.41,17,Short,Bird Opening,0.07,Advanced,Advanced,0.03
12177,86ms4KyF,True,41,resign,black,10+0,e4 c5 d4 cxd4 c3 d5 e5 dxc3 f4 Bf5 Nf3 e6 Bd3 cxb2 Bxb2 Bb4+ Bc3 Bxc3+ Nxc3 Qa5 Qd2 Ne7 O-O O-O Bxf5 Nxf5 Kh1 Nc6 a3 d4 Ne4 Qxd2 Nfxd2 Rfd8 Nc5 Ne3 Nxb7 Rdb8 Rab1 Nxf1 Nd6,B21,6,3.74,-607,Short,Sicilian Defense: Smith-Morra Gambit Declined |  Scandinavian Formation,0.09,Intermediate,Advanced,0.02
12178,tN8s2MaA,True,60,resign,black,10+0,c4 Nf6 Nc3 g6 g3 c6 Bg2 Bg7 d3 O-O e4 d6 Nge2 e5 O-O Be6 Qb3 Qb6 Qxb6 axb6 Be3 Nbd7 f4 Ng4 Bd2 f5 h3 Nh6 a3 Nc5 Nc1 fxe4 b4 Nxd3 Nxe4 Nxc1 Raxc1 Rxa3 Nxd6 exf4 Bxf4 Nf5 Nxb7 Nxg3 Rfe1 Bxh3 Bxh3 Rxf4 Re8+ Rf8 Be6+ Kh8 Rxf8+ Bxf8 Rd1 Bxb4 Nd8 Ra2 Bg4 Bc5+,A16,3,10.93,-227,Short,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,0.18,Advanced,Master,0.02
12179,55heNi3A,True,138,resign,black,10+0,c4 e5 g3 Nf6 Bg2 Nc6 Nc3 Bb4 d3 Bxc3+ bxc3 O-O e4 d6 Ne2 Ne8 O-O f5 f4 fxe4 Bxe4 Bh3 Bg2 Bxg2 Kxg2 Qd7 d4 b6 dxe5 Na5 Qd3 Kh8 exd6 Nxd6 Ba3 Qc6+ Qd5 Qxc4 Qxc4 Naxc4 Bb4 Ne3+ Kf3 Nxf1 Rxf1 Rfe8 Bxd6 cxd6 Nd4 Rac8 Rc1 d5 Nb5 Re7 Nd6 Rc6 Nf5 Rec7 Re1 Rxc3+ Kg4 h6 Nh4 Rc2 Ng6+ Kh7 Nf8+ Kg8 Ng6 Rxh2 Ne7+ Rxe7 Rxe7 Rxa2 Rd7 Ra4 Rxd5 a6 Kf3 Ra3+ Kf2 Kf7 g4 b5 Ke2 b4 Kd2 a5 Kc2 a4 g5 hxg5 fxg5 b3+ Kb1 Ra2 Rb5 Kg6 Rb7 Rg2 Ra7 Rg4 Ra5 Rxg5 Rxa4 Rb5 Kb2 Kh5 Ra8 g5 Rh8+ Kg4 Rg8 Kf3 Rf8+ Kg3 Rh8 g4 Rh7 Kg2 Rg7 g3 Rg6 Kf2 Rf6+ Kg1 Rg6 g2 Rg7 Rf5 Rc7 Kf2 Kxb3 g1=Q Rc2+ Kg3 Rc3+ Rf3,A20,2,7.88,-218,Short,English Opening: King's English Variation,0.06,Advanced,Master,0.01
12180,ZxTd2g8k,True,111,resign,white,10+0,e4 c5 Nf3 g6 c3 Bg7 Bc4 Nc6 a4 e6 O-O Nge7 d3 O-O Bg5 h6 Bh4 g5 Bg3 Ng6 Bd6 Re8 Bxc5 d6 Be3 a6 Nbd2 Rb8 d4 b5 axb5 axb5 Bd3 b4 Qc2 e5 d5 Nce7 cxb4 Rxb4 Ra8 Qd7 Ra7 Rb7 Ra8 Rc7 Qb3 Rb7 Qc2 Qc7 Rc1 Qxc2 Rxc2 Bd7 Rxe8+ Bxe8 Nc4 Rd7 Nb6 Rd8 Rc7 g4 Nd2 h5 Ndc4 Bb5 Bf1 Rb8 g3 f5 Bg5 Bxc4 Nxc4 Rc8 Rxe7 Nxe7 Bxe7 fxe4 Bxd6 Rd8 Bxe5 Rxd5 Bxg7 Kxg7 Ne3 Rd2 b4 Rb2 b5 Kf6 Kg2 Ke5 h3 Kd4 hxg4 hxg4 Nxg4 Kd5 Ne3+ Kd4 g4 Ke5 Kg3 Rb3 Bc4 Rb4 Bf1 Rb3 g5 Ke6 Bc4+,B27,4,7.71,13,Short,Sicilian Defense: Hyperaccelerated Dragon,0.07,Advanced,Advanced,0.01
12181,J6SEql48,True,107,mate,white,10+0,c4 Nf6 g3 g6 Bg2 Bg7 Nc3 c6 d3 d5 cxd5 Nxd5 Nxd5 cxd5 Nf3 e6 O-O O-O d4 Nc6 Bf4 Qb6 b3 Nxd4 Be3 Nxf3+ exf3 d4 Bd2 Bd7 Rc1 Rac8 a4 a6 Re1 Bc6 a5 Qd8 Bb4 Re8 Ba3 e5 b4 Qd7 Qd2 f5 Bb2 e4 fxe4 fxe4 Rc4 Rcd8 Rd1 Bb5 Rc5 e3 fxe3 dxe3 Qxd7 Rxd7 Rxd7 Bxd7 Bxg7 Kxg7 Kf1 e2+ Ke1 Bb5 Bf3 Re3 Bxb7 Rb3 Rc1 Rxb4 Bf3 Rb2 h4 Ra2 Kf2 Rxa5 Bxe2 Bxe2 Kxe2 Ra2+ Ke3 h5 Rc6 a5 Ra6 Ra3+ Kf4 a4 g4 hxg4 Kxg4 Ra1 Kg5 a3 Rxg6+ Kh8 Kh6 a2 Ra6 Kg8 h5 Kh8 Ra8#,A15,2,9.87,-11,Short,English Opening: Anglo-Indian Defense,0.09,Advanced,Advanced,0.01
12182,OVzMq1qR,True,28,mate,black,10+0,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 c4 Bg7 Be3 Nf6 Nc3 Ng4 Qxg4 Nxd4 O-O-O d6 Qg3 Nc6 Nb5 O-O f4 a6 Nd4 Qb6 Ne6 Qxb2#,B39,14,1.66,30,Short,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,0.06,Advanced,Advanced,0.04
12183,HpKRLXrA,True,64,mate,black,10+0,d4 c5 Nf3 cxd4 Qxd4 Nc6 Qd1 Nf6 Nc3 g6 e4 Bg7 Bb5 d6 O-O O-O Nd4 Bd7 Nxc6 bxc6 Ba6 Qb6 Qe2 Be6 Be3 c5 Rfd1 Nd7 Nd5 Bxd5 exd5 Qxb2 Rdb1 Qxa1 Rxa1 Bxa1 Qd1 Bg7 c4 Rab8 g3 Ne5 f4 Nd7 Qa4 Nf6 Kg2 Rb6 Bb5 Rb7 Bc6 Rb2+ Kh3 h5 Qxa7 Ng4 Bg1 Rb1 Kg2 Rb2+ Kh3 Bd4 Bxd4 Rxh2#,A43,2,4.52,-484,Short,Old Benoni Defense,0.07,Intermediate,Advanced,0.02
12184,YopBjBqM,True,139,draw,draw,10+0,d4 c5 c3 cxd4 cxd4 Nf6 Nc3 g6 b3 Bg7 Bb2 O-O e3 e6 Nf3 a6 Be2 d5 O-O Nc6 Re1 b5 Rc1 Bb7 a3 Qd6 b4 Rac8 Qd2 Nd7 e4 Nb6 e5 Qd7 Bd3 Nc4 Bxc4 bxc4 Na4 Qc7 Nc5 Na7 a4 Rfd8 Ra1 Qb6 Bc3 Rb8 Reb1 Bf8 Ne1 Bc6 Nc2 h6 a5 Qc7 Nxa6 Qb7 Nc5 Qc8 Na3 Nb5 Nxb5 Bxb5 Rb2 Ra8 Rba2 Bxc5 bxc5 Kg7 h3 Qc6 Qe3 Rdb8 Qc1 Ba6 Rb2 Rb3 Rxb3 cxb3 Qb2 Bc4 Rb1 Qb5 Qa3 Rb8 a6 Qxa6 Qxa6 Bxa6 Ba5 Bd3 Rb2 Bc4 f3 Rc8 Kf2 g5 Ke3 Kg6 g3 f6 exf6 Kxf6 h4 Kf5 hxg5 hxg5 f4 gxf4+ gxf4 Rh8 c6 Rh3+ Kf2 Kxf4 c7 Ba6 Ke1 Rh1+ Kd2 Rh2+ Kc3 Rh3+ Kd2 Ke4 Bb6 Rh2+ Kc1 Rh1+ Kd2 Rh2+ Kc1 Rh3 Kd2 Rd3+ Kc1 Rh3 Kd2,A43,2,14.3,-157,Short,Old Benoni Defense,0.1,Advanced,Advanced,0.01
12185,87e1IoGQ,True,82,mate,black,10+0,c4 d6 g3 e6 Bg2 g6 d3 Bg7 Nc3 Ne7 e4 Nd7 Nge2 h6 O-O O-O f4 f5 h3 Nf6 Rb1 c6 a3 fxe4 Nxe4 Nxe4 Bxe4 d5 cxd5 exd5 Bg2 Nf5 b4 Qb6+ Kh1 Ne3 Bxe3 Qxe3 Rf3 Qe7 Qd2 Bf5 Re3 Qd7 g4 Be6 Re1 Rae8 Rf3 d4 Ng3 Bd5 Ne4 Bxe4 Rxe4 Rxe4 dxe4 Qd6 e5 Qd7 Rd3 g5 Rxd4 Qe7 Rd7 Qe6 fxg5 hxg5 Rxb7 Qxe5 Bxc6 Rf1+ Kg2 Re1 Bd5+ Kh7 Qd3+ Kh6 Bf3 Qb2+ Kg3 Be5#,A10,1,8.78,16,Short,English Opening,0.11,Advanced,Advanced,0.01
12186,W3yZ2pi1,True,78,resign,black,10+0,Nf3 c5 d4 cxd4 Qxd4 Nc6 Qd1 Nf6 g3 h6 Bg2 e6 O-O d5 Re1 Bc5 Nc3 Ne4 Nxe4 dxe4 Qxd8+ Kxd8 Nd2 f5 Rd1 Ke7 Nb3 Bb6 Bf4 e5 Bd2 a5 a3 a4 Nc1 Nd4 c3 Nc6 e3 Be6 Na2 Rhd8 Rdc1 Na5 Be1 Nb3 Nb4 Rd6 Rd1 Nxa1 Rxa1 Rad8 Kf1 Rd1 Rxd1 Rxd1 Ke2 Rb1 f3 exf3+ Bxf3 e4 Bh5 Bc4+ Kd2 Rxb2+ Kc1 Rxh2 Bd1 Bxe3+ Kb1 Rh1 Bxa4 Rxe1+ Kb2 b5 Bc2 Re2,A04,2,10.91,-478,Short,Zukertort Opening: Sicilian Invitation,0.14,Intermediate,Advanced,0.01
12187,EXhkuToS,True,71,draw,draw,10+0,b3 e6 Bb2 Be7 Nf3 Nf6 d4 d5 e3 c5 Bb5+ Bd7 Bxd7+ Nbxd7 O-O O-O Nbd2 b6 c4 cxd4 exd4 Ne4 Re1 Nxd2 Qxd2 Nf6 Ne5 Ne4 Qe2 Bh4 g3 Bf6 f4 Rc8 Rad1 Be7 a3 f6 Ng4 Rc6 Nf2 Nxf2 Kxf2 Qc7 cxd5 Rc2 Rd2 Rxd2 Qxd2 exd5 Qe2 Kf7 Rc1 Qd6 Qa6 g5 fxg5 fxg5 Qxa7 Qf6+ Kg2 Kg6 Qa6 Qf3+ Kg1 Qf2+ Kh1 Qf3+ Kg1 Qf2+ Kh1,A01,1,8.45,237,Short,Nimzo-Larsen Attack,0.12,Advanced,Advanced,0.01
12188,WtUVQjjM,True,23,mate,white,10+0,e4 c5 c3 g6 Qf3 Bg7 Bc4 e6 Nh3 Nc6 d3 Nge7 Ng5 O-O Qh3 h6 Nf3 g5 Bxg5 hxg5 Nxg5 f6 Qh7#,B22,3,1.78,-348,Short,Sicilian Defense: Alapin Variation,0.08,Intermediate,Advanced,0.04
12189,AKGvlgYJ,True,45,resign,white,10+0,e4 c5 Nf3 g6 Bc4 Bg7 d4 cxd4 O-O Nc6 c3 dxc3 Nxc3 e6 Nb5 Bf8 Bg5 f6 Bf4 e5 Qd5 Qe7 Nc7+ Kd8 Nxa8 exf4 Rfd1 a6 Nb6 d6 Nxc8 Kxc8 Rac1 Kd7 Bxa6 bxa6 Qxc6+ Ke6 Qd5+ Kd7 Rc6 Qd8 Rxd6+ Bxd6 Qxd6+,B27,4,3.27,25,Short,Sicilian Defense: Hyperaccelerated Dragon,0.07,Advanced,Advanced,0.02
